VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2020-04-01 07:11:00,2020-04-01 07:13:49,1,.60,1,N,107,137,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5
2,2020-04-01 06:57:54,2020-04-01 07:04:48,1,2.92,1,N,237,234,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,2020-04-01 07:39:43,2020-04-01 07:43:20,1,1.12,1,N,236,140,1,5.5,0,0.5,1.32,0,0.3,10.12,2.5
1,2020-04-01 07:02:49,2020-04-01 07:09:03,1,1.20,1,N,238,263,2,7,0,0.5,0,0,0.3,7.8,0
1,2020-04-01 07:25:36,2020-04-01 07:31:47,1,1.30,1,N,238,41,2,6.5,0,0.5,0,0,0.3,7.3,0
1,2020-04-01 07:41:54,2020-04-01 07:45:49,1,1.00,1,N,238,75,1,5.5,0,0.5,2,0,0.3,8.3,0
2,2020-04-01 07:14:47,2020-04-01 07:21:27,2,2.50,1,N,74,140,1,9,0,0.5,3.08,0,0.3,15.38,2.5
2,2020-04-01 06:55:19,2020-04-01 06:59:37,1,.99,1,N,107,164,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-04-01 07:07:08,2020-04-01 07:25:15,3,8.59,1,N,90,244,1,25,0,0.5,2.83,0,0.3,31.13,2.5
2,2020-04-01 07:31:28,2020-04-01 07:35:54,1,1.20,1,N,152,166,1,6,0,0.5,0.68,0,0.3,7.48,0
2,2020-04-01 07:38:05,2020-04-01 07:43:24,2,1.98,1,N,166,239,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5
1,2020-04-01 07:23:28,2020-04-01 07:34:38,1,3.00,1,N,141,186,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5
1,2020-04-01 07:44:53,2020-04-01 08:01:34,2,4.90,1,N,107,151,1,16.5,2.5,0.5,2,0,0.3,21.8,2.5
2,2020-04-01 07:33:54,2020-04-01 07:44:42,3,2.15,1,N,238,141,1,10,0,0.5,2.66,0,0.3,15.96,2.5
2,2020-04-01 07:46:24,2020-04-01 07:51:55,3,2.18,1,N,141,137,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-04-01 07:24:39,2020-04-01 07:28:38,1,.90,1,N,262,140,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 07:35:03,2020-04-01 07:42:53,1,2.15,1,N,262,142,2,9,0,0.5,0,0,0.3,12.3,2.5
1,2020-04-01 07:53:36,2020-04-01 08:01:17,1,1.00,1,N,100,170,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5
2,2020-04-01 07:30:45,2020-04-01 07:34:12,6,1.36,1,N,152,151,2,6,0,0.5,0,0,0.3,6.8,0
2,2020-04-01 07:46:03,2020-04-01 07:56:12,5,2.36,1,N,48,137,2,10,0,0.5,0,0,0.3,13.3,2.5
1,2020-04-01 07:06:42,2020-04-01 07:14:52,1,2.60,1,N,238,163,1,9.5,2.5,0.5,3,0,0.3,15.8,2.5
1,2020-04-01 07:20:38,2020-04-01 07:23:48,1,.50,1,N,236,236,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 07:24:57,2020-04-01 07:27:00,1,.50,1,N,237,141,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 07:50:30,2020-04-01 07:52:12,1,.20,1,N,141,237,2,3,2.5,0.5,0,0,0.3,6.3,2.5
1,2020-04-01 07:52:45,2020-04-01 08:00:45,1,2.10,1,N,237,75,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
1,2020-04-01 07:48:36,2020-04-01 07:57:34,1,1.70,1,N,142,140,1,8.5,2.5,0.5,0,0,0.3,11.8,2.5
1,2020-04-01 07:30:01,2020-04-01 07:36:57,1,2.70,1,N,107,141,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5
1,2020-04-01 07:04:41,2020-04-01 07:08:32,1,1.30,1,N,230,68,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-04-01 07:14:26,2020-04-01 07:19:57,1,.90,1,N,186,233,2,6,2.5,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 07:48:22,2020-04-01 07:58:33,1,1.92,1,N,125,87,1,9,0,0.5,3.69,0,0.3,15.99,2.5
1,2020-04-01 07:52:52,2020-04-01 08:28:48,1,.00,1,N,21,37,1,36.2,0,0.5,0,0,0.3,37,0
2,2020-04-01 07:36:02,2020-04-01 07:38:37,1,.59,1,N,107,137,2,4,0,0.5,0,0,0.3,7.3,2.5
2,2020-04-01 07:42:49,2020-04-01 07:52:20,1,3.31,1,N,170,75,2,11,0,0.5,0,0,0.3,14.3,2.5
2,2020-04-01 06:52:05,2020-04-01 06:55:41,1,.98,1,N,229,161,1,5,0,0.5,1.6,0,0.3,9.9,2.5
2,2020-04-01 07:25:02,2020-04-01 07:36:52,1,2.52,1,N,238,42,2,11,0,0.5,0,0,0.3,11.8,0
2,2020-04-01 07:13:58,2020-04-01 07:24:32,1,1.08,1,N,186,170,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-04-01 07:04:55,2020-04-01 07:07:02,1,.81,1,N,107,137,1,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 07:11:03,2020-04-01 07:20:04,1,2.20,1,N,137,158,2,9.5,0,0.5,0,0,0.3,12.8,2.5
2,2020-04-01 07:19:27,2020-04-01 07:25:42,1,2.36,1,N,75,42,1,8.5,0,0.5,2.32,0,0.3,11.62,0
2,2020-04-01 07:32:03,2020-04-01 07:37:49,1,1.84,1,N,74,75,1,7,0,0.5,1.56,0,0.3,11.31,0
2,2020-04-01 07:38:52,2020-04-01 07:40:58,1,.49,1,N,75,75,2,4,0,0.5,0,0,0.3,4.8,0
2,2020-04-01 07:46:50,2020-04-01 07:50:56,1,.57,1,N,263,262,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 07:57:34,2020-04-01 08:09:01,1,2.73,1,N,140,164,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5
1,2020-04-01 07:17:20,2020-04-01 07:37:41,1,.00,1,N,42,174,1,24.2,0,0.5,0,0,0.3,25,0
1,2020-04-01 07:08:12,2020-04-01 07:11:57,1,.40,1,N,75,75,1,4.5,0,0.5,1.05,0,0.3,6.35,0
1,2020-04-01 07:18:28,2020-04-01 07:20:19,1,.90,1,N,236,237,1,4.5,2.5,0.5,1.17,0,0.3,8.97,2.5
1,2020-04-01 07:29:20,2020-04-01 07:35:36,1,2.20,1,N,237,100,2,8,2.5,0.5,0,0,0.3,11.3,2.5
2,2020-04-01 07:18:47,2020-04-01 07:32:39,2,5.08,1,N,116,142,1,16.5,0,0.5,2.97,0,0.3,24.72,2.5
2,2020-04-01 07:45:08,2020-04-01 07:48:01,2,1.05,1,N,238,166,1,5,0,0.5,0,0,0.3,8.3,2.5
1,2020-04-01 07:09:24,2020-04-01 07:20:54,1,3.70,1,N,48,75,1,12.5,2.5,0.5,3.95,0,0.3,19.75,2.5
1,2020-04-01 07:40:52,2020-04-01 08:07:47,1,.00,1,N,91,181,1,22.2,0,0.5,0,0,0.3,23,0
1,2020-04-01 07:12:36,2020-04-01 07:19:06,1,1.70,1,N,263,162,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 07:23:13,2020-04-01 07:29:59,1,1.50,1,N,237,142,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 07:43:32,2020-04-01 07:45:07,1,.50,1,N,238,43,1,4,0,0.5,1,0,0.3,5.8,0
1,2020-04-01 07:48:43,2020-04-01 07:54:14,1,2.20,1,N,43,161,1,8,2.5,0.5,1.7,0,0.3,13,2.5
2,2020-04-01 07:02:33,2020-04-01 07:08:57,1,1.78,1,N,239,166,1,7.5,0,0.5,2,0,0.3,12.8,2.5
2,2020-04-01 07:15:58,2020-04-01 07:24:10,1,3.93,1,N,151,246,1,12.5,0,0.5,4.74,0,0.3,20.54,2.5
2,2020-04-01 07:42:04,2020-04-01 07:45:11,1,.86,1,N,48,48,1,4.5,0,0.5,1.95,0,0.3,9.75,2.5
1,2020-04-01 07:02:33,2020-04-01 07:18:19,1,12.20,1,N,132,138,1,33,0,0.5,3,0,0.3,36.8,0
1,2020-04-01 07:05:08,2020-04-01 07:09:31,1,1.10,1,N,74,74,2,6,0,0.5,0,0,0.3,6.8,0
1,2020-04-01 07:13:02,2020-04-01 07:19:49,2,1.50,1,N,74,75,2,7,0,0.5,0,0,0.3,7.8,0
1,2020-04-01 07:31:36,2020-04-01 07:35:00,1,.90,1,N,236,237,1,5,2.5,0.5,1.66,0,0.3,9.96,2.5
1,2020-04-01 07:39:24,2020-04-01 07:40:54,1,.40,1,N,264,141,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5
2,2020-04-01 06:58:40,2020-04-01 07:07:17,1,3.38,1,N,75,170,1,11,0,0.5,1.7,0,0.3,16,2.5
2,2020-04-01 07:44:08,2020-04-01 07:49:14,1,1.28,1,N,166,41,2,6,0,0.5,0,0,0.3,6.8,0
2,2020-04-01 07:13:09,2020-04-01 07:20:20,1,2.34,1,N,211,164,1,9,0,0.5,1.5,0,0.3,13.8,2.5
2,2020-04-01 07:25:56,2020-04-01 07:34:40,1,1.60,1,N,161,236,2,8.5,0,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 07:28:27,2020-04-01 07:28:31,1,.00,1,N,264,264,2,2.5,0,0.5,0,0,0.3,3.3,0
2,2020-04-01 07:32:54,2020-04-01 07:37:28,1,.86,1,N,137,170,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 06:59:31,2020-04-01 07:11:32,1,3.75,1,N,162,261,1,13,0,0.5,4.89,0,0.3,21.19,2.5
2,2020-04-01 07:42:16,2020-04-01 07:48:08,1,1.37,1,N,236,140,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5
2,2020-04-01 07:49:11,2020-04-01 08:04:51,1,4.04,1,N,140,90,1,15.5,0,0.5,1,0,0.3,19.8,2.5
2,2020-04-01 07:13:57,2020-04-01 07:17:47,5,1.21,1,N,238,75,2,5.5,0,0.5,0,0,0.3,6.3,0
2,2020-04-01 07:40:18,2020-04-01 07:43:22,5,.88,1,N,48,48,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 07:11:13,2020-04-01 07:19:02,1,.94,1,N,186,137,1,7,0,0.5,2.58,0,0.3,12.88,2.5
2,2020-04-01 07:45:56,2020-04-01 07:53:30,1,1.21,1,N,186,137,1,7,0,0.5,2.58,0,0.3,12.88,2.5
2,2020-04-01 07:40:33,2020-04-01 07:52:35,1,2.94,1,N,236,137,2,12,0,0.5,0,0,0.3,15.3,2.5
2,2020-04-01 07:04:06,2020-04-01 07:33:26,1,11.11,1,N,132,61,1,34,0,0.5,0,0,0.3,34.8,0
2,2020-04-01 07:35:23,2020-04-01 07:39:45,2,1.74,1,N,263,162,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5
2,2020-04-01 07:14:04,2020-04-01 07:17:33,2,1.35,1,N,79,137,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5
2,2020-04-01 07:20:57,2020-04-01 07:29:45,2,2.42,1,N,137,140,1,9,0,0.5,2.46,0,0.3,16.71,2.5
2,2020-04-01 07:36:07,2020-04-01 07:42:44,2,1.15,1,N,262,236,2,7,0,0.5,0,0,0.3,10.3,2.5
2,2020-04-01 07:54:38,2020-04-01 08:04:35,1,3.60,1,N,75,233,1,11.5,0,0.5,4.44,0,0.3,19.24,2.5
1,2020-04-01 07:18:58,2020-04-01 07:31:11,1,6.70,1,N,24,243,2,20,0,0.5,0,0,0.3,20.8,0
1,2020-04-01 07:45:42,2020-04-01 07:54:53,1,2.10,1,N,116,74,2,9.5,0,0.5,0,0,0.3,10.3,0
2,2020-04-01 07:20:57,2020-04-01 07:31:46,1,3.49,1,N,75,69,1,12.5,0,0.5,3,0,0.3,16.3,0
2,2020-04-01 07:55:41,2020-04-01 08:06:30,1,2.23,1,N,151,74,1,10,0,0.5,2.16,0,0.3,12.96,0
2,2020-04-01 06:59:49,2020-04-01 07:20:40,2,14.13,1,N,141,14,2,38.5,0,0.5,0,0,0.3,41.8,2.5
2,2020-04-01 07:53:37,2020-04-01 08:11:05,1,8.91,1,N,75,75,1,26,0,0.5,2.34,0,0.3,31.64,2.5
1,2020-04-01 07:55:21,2020-04-01 08:03:06,0,1.50,1,N,79,68,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
2,2020-04-01 06:48:10,2020-04-01 07:13:30,1,17.43,2,N,238,132,1,52,0,0.5,7.92,0,0.3,60.72,0
1,2020-04-01 07:12:09,2020-04-01 07:15:38,1,.50,1,N,68,68,2,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 07:45:06,2020-04-01 07:49:34,1,1.10,1,N,186,161,1,6,2.5,0.5,1.7,0,0.3,11,2.5
1,2020-04-01 07:29:32,2020-04-01 07:37:02,0,2.10,1,N,238,230,1,9,2.5,0.5,1.7,0,0.3,14,2.5
1,2020-04-01 07:50:09,2020-04-01 07:53:16,0,.80,1,N,238,166,1,5,0,0.5,1.15,0,0.3,6.95,0
1,2020-04-01 07:54:19,2020-04-01 08:00:51,0,1.20,1,N,166,41,2,7,0,0.5,0,0,0.3,7.8,0
1,2020-04-01 07:28:47,2020-04-01 07:38:09,1,2.80,1,N,48,140,1,10.5,2.5,0.5,1.2,0,0.3,15,2.5
1,2020-04-01 07:38:49,2020-04-01 07:47:01,1,2.40,1,N,140,170,1,10,2.5,0.5,1.33,0,0.3,14.63,2.5
2,2020-04-01 07:05:51,2020-04-01 07:18:22,1,3.38,1,N,237,114,2,12.5,0,0.5,0,0,0.3,15.8,2.5
2,2020-04-01 07:26:50,2020-04-01 07:29:01,1,.86,1,N,137,230,1,4.5,0,0.5,1.95,0,0.3,9.75,2.5
2,2020-04-01 07:32:56,2020-04-01 07:38:43,2,1.07,1,N,230,50,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 07:58:15,2020-04-01 08:09:53,1,3.21,1,N,236,137,1,12,0,0.5,1.5,0,0.3,16.8,2.5
2,2020-04-01 06:59:47,2020-04-01 07:03:34,5,.89,1,N,163,48,1,5,0,0.5,1.66,0,0.3,9.96,2.5
2,2020-04-01 07:06:07,2020-04-01 07:11:01,5,1.39,1,N,50,246,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 07:16:35,2020-04-01 07:28:03,5,.88,1,N,164,233,1,8.5,0,0.5,0,0,0.3,11.8,2.5
2,2020-04-01 07:32:15,2020-04-01 07:35:03,4,.67,1,N,137,107,1,4.5,0,0.5,2.34,0,0.3,10.14,2.5
2,2020-04-01 07:36:15,2020-04-01 07:48:01,5,4.46,1,N,137,74,1,14,0,0.5,0,0,0.3,17.3,2.5
1,2020-04-01 07:50:32,2020-04-01 07:55:39,2,1.20,1,N,158,113,1,6,2.5,0.5,2.75,0,0.3,12.05,2.5
2,2020-04-01 07:19:41,2020-04-01 07:27:55,1,1.76,1,N,79,68,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-04-01 07:36:22,2020-04-01 07:40:58,1,.90,1,N,234,137,2,5.5,0,0.5,0,0,0.3,8.8,2.5
2,2020-04-01 07:45:54,2020-04-01 07:56:29,2,2.32,1,N,143,140,1,10,0,0.5,2.66,0,0.3,15.96,2.5
1,2020-04-01 07:42:06,2020-04-01 07:49:24,1,1.70,1,N,264,162,1,8,2.5,0.5,2.8,0,0.3,14.1,2.5
2,2020-04-01 07:28:58,2020-04-01 07:39:17,3,2.84,1,N,229,75,1,10.5,0,0.5,1,0,0.3,14.8,2.5
2,2020-04-01 07:54:17,2020-04-01 08:02:13,3,2.68,1,N,236,170,1,9.5,0,0.5,1,0,0.3,13.8,2.5
1,2020-04-01 07:16:41,2020-04-01 07:33:47,1,.00,1,N,21,228,1,24.2,0,0.5,0,0,0.3,25,0
1,2020-04-01 07:14:01,2020-04-01 07:17:15,1,.90,1,N,141,236,1,5,2.5,0.5,1,0,0.3,9.3,2.5
1,2020-04-01 07:19:49,2020-04-01 07:23:07,1,1.40,1,N,237,162,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 07:42:50,2020-04-01 07:47:36,1,1.60,1,N,107,161,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
1,2020-04-01 07:54:36,2020-04-01 08:00:38,1,1.00,1,N,163,141,2,6.5,2.5,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 07:53:25,2020-04-01 08:00:24,1,1.62,1,N,43,141,2,7.5,0,0.5,0,0,0.3,10.8,2.5
2,2020-04-01 07:51:54,2020-04-01 07:55:14,3,.85,1,N,48,143,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 07:03:29,2020-04-01 07:34:38,3,23.22,1,N,132,241,2,61.5,0,0.5,0,6.12,0.3,68.42,0
2,2020-04-01 07:43:48,2020-04-01 07:49:07,2,.99,1,N,136,18,2,5.5,0,0.5,0,0,0.3,6.3,0
2,2020-04-01 07:53:28,2020-04-01 08:39:43,1,13.47,1,N,18,226,2,45,0,0.5,0,0,0.3,45.8,0
2,2020-04-01 07:37:15,2020-04-01 07:44:40,1,1.78,1,N,161,140,2,8,0,0.5,0,0,0.3,11.3,2.5
2,2020-04-01 07:53:32,2020-04-01 07:56:49,2,.74,1,N,236,75,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 07:58:50,2020-04-01 08:03:32,2,.92,1,N,75,74,1,5.5,0,0.5,1,0,0.3,7.3,0
2,2020-04-01 07:53:49,2020-04-01 08:00:25,6,1.93,1,N,48,234,1,8,0,0.5,2.26,0,0.3,13.56,2.5
1,2020-04-01 07:01:07,2020-04-01 07:05:18,1,1.70,1,N,24,239,1,7,2.5,0.5,1,0,0.3,11.3,2.5
1,2020-04-01 07:22:52,2020-04-01 07:50:44,1,6.60,1,N,48,37,2,25,2.5,0.5,0,0,0.3,28.3,2.5
2,2020-04-01 07:01:01,2020-04-01 07:04:06,3,1.03,1,N,229,170,1,5,0,0.5,1.66,0,0.3,9.96,2.5
2,2020-04-01 07:19:29,2020-04-01 07:26:36,3,2.57,1,N,236,170,1,9,0,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 07:02:16,2020-04-01 07:10:33,1,1.79,1,N,230,137,1,8.5,0,0.5,1,0,0.3,12.8,2.5
2,2020-04-01 07:22:20,2020-04-01 07:29:04,1,1.09,1,N,163,50,2,6.5,0,0.5,0,0,0.3,9.8,2.5
1,2020-04-01 07:06:31,2020-04-01 07:15:36,1,2.70,1,N,249,13,1,10.5,2.5,0.5,1.38,0,0.3,15.18,2.5
1,2020-04-01 07:40:38,2020-04-01 07:46:02,1,1.00,1,N,239,238,1,6,2.5,0.5,1,0,0.3,10.3,2.5
2,2020-04-01 07:34:44,2020-04-01 07:44:03,1,2.61,1,N,75,141,1,10,0,0.5,2,0,0.3,17.25,2.5
1,2020-04-01 07:09:14,2020-04-01 07:13:06,1,1.10,1,N,162,233,2,5.5,2.5,0.5,0,0,0.3,8.8,2.5
1,2020-04-01 07:45:24,2020-04-01 07:48:12,1,.50,1,N,229,161,2,4,2.5,0.5,0,0,0.3,7.3,2.5
1,2020-04-01 07:13:57,2020-04-01 07:20:52,1,1.90,1,N,107,161,1,8,2.5,0.5,3.39,0,0.3,14.69,2.5
2,2020-04-01 07:09:29,2020-04-01 07:11:12,1,.73,1,N,107,137,1,4,0,0.5,0,0,0.3,7.3,2.5
2,2020-04-01 07:27:20,2020-04-01 07:30:03,1,.73,1,N,140,236,2,4.5,0,0.5,0,0,0.3,7.8,2.5
2,2020-04-01 07:35:55,2020-04-01 07:41:52,1,2.12,1,N,262,74,1,8,0,0.5,2.26,0,0.3,13.56,2.5
2,2020-04-01 07:15:15,2020-04-01 07:32:01,1,7.33,1,N,236,235,1,23,0,0.5,1,0,0.3,27.3,2.5
1,2020-04-01 07:31:13,2020-04-01 07:36:00,2,.80,1,N,237,140,1,5.5,2.5,0.5,1,0,0.3,9.8,2.5
1,2020-04-01 07:47:16,2020-04-01 07:49:25,1,.90,1,N,262,75,3,4.5,2.5,0.5,0,0,0.3,7.8,2.5
1,2020-04-01 07:53:53,2020-04-01 08:06:39,1,3.50,1,N,263,48,2,13,2.5,0.5,0,0,0.3,16.3,2.5
2,2020-04-01 07:32:03,2020-04-01 07:54:10,2,7.45,1,N,152,7,1,24,0,0.5,12,6.12,0.3,42.92,0
2,2020-04-01 07:17:41,2020-04-01 07:26:46,1,1.66,1,N,74,166,2,8.5,0,0.5,0,0,0.3,9.3,0
2,2020-04-01 07:51:09,2020-04-01 07:56:50,1,1.17,1,N,68,68,2,6.5,0,0.5,0,0,0.3,9.8,2.5
2,2020-04-01 07:07:47,2020-04-01 07:12:11,1,.58,1,N,263,75,1,5,0,0.5,1.45,0,0.3,7.25,0
1,2020-04-01 07:16:22,2020-04-01 07:21:06,1,1.20,1,N,263,141,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5
1,2020-04-01 07:12:53,2020-04-01 07:23:34,1,3.00,1,N,262,161,1,12,2.5,0.5,3.05,0,0.3,18.35,2.5
1,2020-04-01 07:41:17,2020-04-01 07:50:12,1,4.50,1,N,4,262,1,14.5,2.5,0.5,3.56,0,0.3,21.36,2.5
1,2020-04-01 07:57:42,2020-04-01 08:10:06,1,2.50,1,N,140,100,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5
1,2020-04-01 07:14:26,2020-04-01 07:42:27,1,.00,1,N,220,231,1,38.2,0,0.5,0,0,0.3,39,0
2,2020-04-01 07:41:36,2020-04-01 07:49:54,2,3.06,1,N,226,229,1,10.5,0,0.5,3.45,0,0.3,17.25,2.5
2,2020-04-01 07:51:56,2020-04-01 07:56:57,2,1.37,1,N,233,140,2,6,0,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 07:38:29,2020-04-01 07:45:22,1,1.70,1,N,48,141,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
1,2020-04-01 07:48:34,2020-04-01 07:56:19,1,2.30,1,N,141,161,2,9,2.5,0.5,0,0,0.3,12.3,2.5
2,2020-04-01 07:10:10,2020-04-01 07:13:19,1,.68,1,N,263,140,1,4.5,0,0.5,1,0,0.3,8.8,2.5
2,2020-04-01 07:28:17,2020-04-01 07:32:10,1,1.04,1,N,137,107,1,5.5,0,0.5,2.2,0,0.3,11,2.5
2,2020-04-01 07:48:44,2020-04-01 08:28:35,1,10.52,1,N,143,85,2,36.5,0,0.5,0,0,0.3,39.8,2.5
2,2020-04-01 07:25:25,2020-04-01 07:32:28,5,1.94,1,N,41,238,1,8,0,0.5,2.26,0,0.3,13.56,2.5
1,2020-04-01 07:11:15,2020-04-01 07:14:58,1,.80,1,N,48,230,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5
1,2020-04-01 07:20:56,2020-04-01 07:30:05,1,1.20,1,N,186,137,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5
2,2020-04-01 07:07:04,2020-04-01 07:08:30,1,.34,1,N,186,186,2,-3.5,0,-0.5,0,0,-0.3,-6.8,-2.5
2,2020-04-01 07:07:04,2020-04-01 07:08:30,1,.34,1,N,186,164,2,3.5,0,0.5,0,0,0.3,6.8,2.5
2,2020-04-01 07:34:02,2020-04-01 07:39:33,1,1.92,1,N,137,140,1,7.5,0,0.5,2,0,0.3,12.8,2.5
1,2020-04-01 07:18:23,2020-04-01 07:32:44,1,.00,1,N,56,170,1,24.2,0,0.5,0,6.12,0.3,31.12,0
1,2020-04-01 07:50:25,2020-04-01 08:01:17,1,.00,1,N,42,74,1,11.2,0,0.5,0,0,0.3,12,0
1,2020-04-01 07:21:17,2020-04-01 07:45:00,1,.00,1,N,41,88,1,28.2,0,0.5,0,0,0.3,29,0
1,2020-04-01 07:56:35,2020-04-01 08:02:45,1,2.80,1,N,125,230,1,9.5,2.5,0.5,1.92,0,0.3,14.72,2.5
2,2020-04-01 07:11:23,2020-04-01 07:15:04,1,.61,1,N,74,75,2,4.5,0,0.5,0,0,0.3,5.3,0
2,2020-04-01 07:19:25,2020-04-01 07:31:09,1,4.44,1,N,74,233,2,14,0,0.5,0,0,0.3,17.3,2.5
2,2020-04-01 07:44:26,2020-04-01 07:49:06,1,1.65,1,N,263,140,1,6.5,0,0.5,1,0,0.3,10.8,2.5
2,2020-04-01 07:52:15,2020-04-01 07:58:11,1,2.13,1,N,140,161,1,8,0,0.5,1,0,0.3,12.3,2.5
2,2020-04-01 06:56:24,2020-04-01 07:01:08,2,1.05,1,N,41,75,2,6,0,0.5,0,0,0.3,6.8,0
2,2020-04-01 07:35:21,2020-04-01 07:39:31,1,1.39,1,N,75,237,2,6,0,0.5,0,0,0.3,9.3,2.5
2,2020-04-01 07:55:42,2020-04-01 08:05:12,1,2.73,1,N,79,140,2,10.5,0,0.5,0,0,0.3,13.8,2.5
2,2020-04-01 07:28:31,2020-04-01 07:31:15,1,.59,1,N,68,158,1,4,0,0.5,2.19,0,0.3,9.49,2.5
2,2020-04-01 07:50:01,2020-04-01 07:52:23,1,.34,1,N,68,68,3,-3.5,0,-0.5,0,0,-0.3,-6.8,-2.5
2,2020-04-01 07:50:01,2020-04-01 07:52:23,1,.34,1,N,68,68,2,3.5,0,0.5,0,0,0.3,6.8,2.5
2,2020-04-01 07:56:16,2020-04-01 08:15:34,1,8.04,1,N,238,232,1,26,0,0.5,5.86,0,0.3,37.11,2.5
1,2020-04-01 07:02:55,2020-04-01 07:05:01,1,.70,1,N,74,75,2,4.5,0,0.5,0,0,0.3,5.3,0
1,2020-04-01 07:06:39,2020-04-01 07:07:49,1,.40,1,N,137,107,1,3.5,2.5,0.5,0,0,0.3,6.8,2.5
1,2020-04-01 07:13:13,2020-04-01 07:14:22,1,.50,1,N,107,137,2,3.5,2.5,0.5,0,0,0.3,6.8,2.5
1,2020-04-01 07:21:59,2020-04-01 07:28:51,1,2.40,1,N,79,161,1,8.5,2.5,0.5,2.35,0,0.3,14.15,2.5
2,2020-04-01 07:05:27,2020-04-01 07:15:35,1,1.88,1,N,168,167,2,9,0,0.5,0,0,0.3,9.8,0
2,2020-04-01 07:35:34,2020-04-01 07:41:20,1,1.51,1,N,238,237,1,7,0,0.5,1,0,0.3,11.3,2.5
1,2020-04-01 07:15:57,2020-04-01 07:23:04,1,2.90,1,N,236,233,1,10.5,2.5,0.5,1.5,0,0.3,15.3,2.5
1,2020-04-01 07:31:27,2020-04-01 07:37:37,1,.80,1,N,141,140,2,6,2.5,0.5,0,0,0.3,9.3,2.5
1,2020-04-01 07:42:16,2020-04-01 07:50:42,1,2.20,1,N,140,137,1,10,2.5,0.5,2.66,0,0.3,15.96,2.5
2,2020-04-01 07:31:25,2020-04-01 07:34:56,1,.94,1,N,48,48,2,5,0,0.5,0,0,0.3,8.3,2.5
2,2020-04-01 07:53:51,2020-04-01 08:04:25,1,3.41,1,N,100,237,2,12,0,0.5,0,0,0.3,15.3,2.5
1,2020-04-01 07:21:34,2020-04-01 07:28:21,1,1.60,1,N,186,161,2,7.5,2.5,0.5,0,0,0.3,10.8,2.5
1,2020-04-01 07:43:08,2020-04-01 07:56:15,1,2.10,1,N,100,233,2,11,2.5,0.5,0,0,0.3,14.3,2.5
1,2020-04-01 07:16:00,2020-04-01 07:22:37,1,1.10,1,N,162,137,1,6.5,2.5,0.5,2.45,0,0.3,12.25,2.5
2,2020-04-01 07:05:51,2020-04-01 07:11:15,1,1.39,1,N,233,186,2,6.5,0,0.5,0,0,0.3,9.8,2.5
